오래 지켜온 것에 자부심이 있어서, 남들이 뭐라 하든 크게 흔들리지 않는다.,rock|dark,5,4,3,2,1
한번 욱하면 잘 가라앉지 않아서, 지나고 보면 좀 과했다 싶을 때가 있다.,fire,5,4,3,2,1
하고 싶은 일이 생기면 참고 기다리는 게 세상에서 제일 어렵다.,fire,5,4,3,2,1
다툼이 생기면 감정적으로 맞서기보다 차갑게 선을 긋고 거리를 둔다.,dark,5,4,3,2,1
티 나게 나서기보다, 내 방식대로 조용히 하다 보면 어느새 결과가 따라온다.,grass,5,4,3,2,1
남들은 나를 강하고 자신감 넘치게 보지만, 실제로는 정 많고 여린 구석이 있다.,dragon,5,4,3,2,1
특기가 뭐냐고 물으면 딱히 떠오르지 않지만, 시켜보면 웬만한 건 다 해내는 편이다.,normal,5,4,3,2,1
아끼는 사람을 위해서라면 손해나 위험도 기꺼이 감수한다.,fairy,5,4,3,2,1
강하게 밀어붙이지 않아도, 어느새 주변이 내 뜻대로 움직여 있을 때가 많다.,ground,5,4,3,2,1
일정이 빈틈없이 차 있을 때 오히려 컨디션이 좋다.,electric,5,4,3,2,1
사람을 살짝 놀라게 하는 장난을 즐긴다.,ghost,5,4,3,2,1
돌아보면 나는 완전히 다른 사람이 됐다 싶을 만큼, 몇 번씩 크게 변해왔다.,bug,5,4,3,2,1
서로 적당한 거리를 지켜주는 관계가 가장 편하다.,ice,5,4,3,2,1
남들이 재촉해도, 결과물은 충분히 익을 때까지 기다렸다가 내놓는 편이다.,grass,5,4,3,2,1
분위기가 너무 진지해지면 농담으로 넘기거나 슬쩍 자리를 피하고 싶어진다.,ghost|dragon,5,4,3,2,1
누가 훅 다가오면 반가움보다 경계심이 먼저 든다.,ice,5,4,3,2,1
판단이 필요한 순간엔 빠르게 결론을 내리고, 그 판단은 좀처럼 틀리지 않는다.,electric|steel,5,4,3,2,1
어중간한 성과에는 만족하지 못한다. 기왕 하는 거라면 최고가 되고 싶다.,dragon,5,4,3,2,1
첫인상은 밝다는 말을 듣지만, 가까워질수록 의외의 모습에 놀라는 사람이 많다.,fire|ghost,5,4,3,2,1
어떤 사람을 만나도 그 사람에게 맞춰주는 게 그리 어렵지 않다.,water,5,4,3,2,1
평소엔 무심해 보여도, 필요한 순간엔 누구보다 빠르고 정확하게 움직인다.,dark|ice,5,4,3,2,1
나와 많이 다른 사람도 일단 품고 보는 편이라, 주변에 다양한 사람이 모인다.,water,5,4,3,2,1
진짜 속마음은 아무리 친한 사이라도 전부 보여주지 않는다.,ghost,5,4,3,2,1
거창한 목표보다 오늘 할 몫을 채우는 데서 만족을 느낀다.,bug,5,4,3,2,1
주변 사람들이 힘들 때 기댈 사람으로 나를 먼저 떠올리는 편이다.,ground,5,4,3,2,1
딱히 해결책을 주지 않아도, 옆에 있어주는 것만으로 상대가 편해한다는 말을 듣는다.,water,5,4,3,2,1
잔재주 없이 실력으로 겨루는 정정당당한 승부를 좋아한다.,fighting,5,4,3,2,1
한번 자리를 잡으면 어지간한 자극에는 흔들리지 않고 묵묵히 그 자리를 지킨다.,ground|rock,5,4,3,2,1
남들이 정한 규칙보다 스스로 납득한 기준을 따르는 게 편하다.,dark,5,4,3,2,1
설명하긴 어렵지만, 촉으로 내린 판단이 좋은 결과로 이어진 경험이 꽤 있다.,psychic,5,4,3,2,1
환한 낮보다 조용한 밤이 편하고, 밤에 머리가 더 잘 돌아간다.,dark,5,4,3,2,1
한번 익숙해진 방식은 특별한 이유가 없는 한 바꾸지 않는다.,rock,5,4,3,2,1
신나면 누구보다 화끈하게 놀지만, 거슬리는 상대에겐 톡 쏘는 말이 먼저 나간다.,poison|electric,5,4,3,2,1
모임에서 있는 듯 없는 듯 지내다가, 아무도 모르게 슬쩍 빠져나온 적이 있다.,ghost,5,4,3,2,1
긴 설명을 듣지 않아도, 상대의 태도와 기세만 보면 상황이 대충 파악된다.,fighting,5,4,3,2,1
웬만하면 맞춰주지만, 갑갑한 상황이 이어지면 어느 순간 확 뒤집고 떠나고 싶어진다.,water|flying,5,4,3,2,1
지금은 부족해도 차근차근 쌓다 보면 결국 달라질 거라고 믿는다.,bug,5,4,3,2,1
감정에 호소하는 말보다 근거가 분명한 말에 움직인다.,steel,5,4,3,2,1
낯선 환경에 놓여도 금방 적응해서 원래 있던 사람처럼 지낸다.,normal,5,4,3,2,1
작고 여린 존재를 보면 괜히 마음이 쓰여서 더 챙겨주고 싶다.,fairy,5,4,3,2,1
몸을 움직이는 것보다 생각에 잠겨 있는 시간이 더 많다.,psychic,5,4,3,2,1
궁지에 몰릴수록 오히려 힘이 나서, 마지막에 뒷심을 발휘하는 편이다.,fire,5,4,3,2,1
누가 힘들어하면 내 일처럼 마음이 쓰여서 어떻게든 돕고 싶어진다.,fairy,5,4,3,2,1
다들 당연하게 여기는 것도 종종 다른 각도에서 다시 생각해본다.,grass,5,4,3,2,1
어려운 일일수록 해보고 싶어지지만, 그 와중에도 손익 계산은 놓치지 않는다.,dragon|ground,5,4,3,2,1
누가 부추기거나 도발해도 잘 넘어가지 않고 내 페이스를 지킨다.,grass,5,4,3,2,1
웬만한 일에는 먼저 한발 물러서지만, 아끼는 사람의 일이라면 얘기가 달라진다.,normal,5,4,3,2,1
다툼이 예상되면 미리 대비해두고, 상대가 움직일 때까지 기다린다.,poison,5,4,3,2,1
평소엔 무던하다는 말을 듣지만, 가끔 남들이 놓친 걸 혼자 알아챌 때가 있다.,normal|psychic,5,4,3,2,1
한곳에 오래 머물면 답답해져서 자꾸 새로운 곳을 찾게 된다.,flying,5,4,3,2,1
의견이 부딪히면 오래 끌지 않고 그 자리에서 확실히 매듭짓는다.,electric,5,4,3,2,1
여럿이 무언가를 정할 때, 굳이 내 의견을 내세우지 않아도 자연스럽게 어울린다.,normal,5,4,3,2,1
껄끄러운 다툼이 생기면 맞서기보다 일단 그 자리를 벗어난다.,flying,5,4,3,2,1
내 사람이나 내 몫이 걸린 일에서는 먼저 물러서지 않는다.,dragon,5,4,3,2,1
얽매이는 건 싫지만, 한번 맡은 일과 약속은 끝까지 책임진다.,flying,5,4,3,2,1
한번 세운 원칙은 손해를 보더라도 행동으로 지켜야 직성이 풀린다.,steel|fighting,5,4,3,2,1
빙 둘러 말하기보다 핵심을 곧장 짚는 편이다.,rock,5,4,3,2,1
재미를 느끼기 시작하면 브레이크가 안 걸릴 만큼 몰입한다.,electric,5,4,3,2,1
칭찬도 좋지만 "역시 너밖에 없다"는 말을 들을 때 가장 뿌듯하다.,dragon,5,4,3,2,1
지금은 부족해도 언젠가 달라질 거라 믿고, 기회가 오면 망설임 없이 뛰어든다.,flying|bug,5,4,3,2,1
맞다고 확신하면 주변에서 뭐라 해도 끝까지 밀고 나간다.,steel,5,4,3,2,1
선물이나 깜짝 이벤트처럼, 주변을 기분 좋게 만드는 일을 즐겨 챙긴다.,fairy,5,4,3,2,1
밝고 신나는 이야기보다, 어딘가 쓸쓸하거나 오싹한 이야기에 더 끌린다.,ghost,5,4,3,2,1
감정이 격해질수록 오히려 머리는 차갑게 식는 편이다.,ice,5,4,3,2,1
힘들었던 시기를 지나온 덕분에, 지금은 웬만한 일에 잘 흔들리지 않는다.,ground,5,4,3,2,1
새로운 목표가 생기면 재고 따지기 전에 일단 부딪히면서 방법을 찾는다.,fire,5,4,3,2,1
무슨 생각 하냐는 질문을 받을 만큼 속마음이 표정에 잘 드러나지 않는다.,ice,5,4,3,2,1
다툼이 날 낌새가 보이면 말이 오가기 전에 분위기를 풀어두는 편이다.,psychic,5,4,3,2,1
갈등이 생기면 어중간하게 덮지 못하고 끝을 볼 때까지 파고든다.,bug,5,4,3,2,1
힘들어 보이는 사람은 먼저 챙기면서도, 정작 내 얘기를 꺼내는 데는 시간이 걸린다.,ice|water,5,4,3,2,1
내 공간만큼은 늘 정돈된 상태로 두려고 한다.,grass,5,4,3,2,1
고민만 하는 것보다 몸을 움직여야 스트레스가 풀린다.,fighting,5,4,3,2,1
믿기까지는 오래 걸려도, 한번 믿은 사람에게는 전혀 다른 모습을 보여준다.,dark,5,4,3,2,1
어떤 모임에 가도 크게 튀지도, 겉돌지도 않는 편이다.,normal,5,4,3,2,1
다툼이 커질 것 같으면 감정보다 실리를 따져 상황부터 진정시킨다.,ground,5,4,3,2,1
남들은 그냥 넘어가는 작은 부분도 눈에 밟혀서 결국 손을 보고야 만다.,bug,5,4,3,2,1
마음이 상하면 맞서기보다 조용히 마음의 문을 닫아버린다.,ice,5,4,3,2,1
말하지 않아도 상대의 기분 변화를 먼저 알아챈다.,psychic,5,4,3,2,1
힘에 부치는 일일수록 오히려 오기가 생겨서 끝을 보고야 만다.,fighting|fire,5,4,3,2,1
그럴듯한 계획보다 당장 실현 가능한지부터 따진다.,ground,5,4,3,2,1
내 리듬대로 느긋하게 움직이는데, 중요한 순간엔 감이 딱 맞아떨어질 때가 많다.,grass|psychic,5,4,3,2,1
정면 대결보다는 상대의 허를 찌르는 쪽이 내 방식이다.,dark,5,4,3,2,1
처음 겪는 상황에서는 바로 뛰어들기보다 분위기부터 살핀다.,water,5,4,3,2,1
대놓고 나서기보다 조용히 준비해서 한 번에 보여주는 쪽을 선호한다.,poison,5,4,3,2,1
튀는 걸 좋아하진 않지만, 주변 사람들 기분을 살뜰히 챙기는 건 좋아한다.,normal|fairy,5,4,3,2,1
다들 어렵다고 피하는 일일수록 승부욕이 생긴다.,dragon,5,4,3,2,1
먼저 부딪히는 일은 없지만, 누가 선을 넘으면 반드시 그만큼 돌려준다.,grass|poison,5,4,3,2,1
북적이는 자리보다 혼자 보내는 시간이 훨씬 편하다.,ghost,5,4,3,2,1
가끔 아무에게도 말하지 않고 훌쩍 떠나고 싶은 충동이 든다.,flying,5,4,3,2,1
가까운 사람에게 무슨 일이 생기면, 이유 없이 먼저 이상한 느낌이 들 때가 있다.,psychic,5,4,3,2,1
아무리 큰 충격을 받아도 한 번에 무너지지는 않는 편이다.,rock,5,4,3,2,1
